epoch,train_acc,train_loss,val_acc,val_loss
1,0.8342690058479533,0.35456443598565374,0.9263157894736842,0.22348337480407052
2,0.9453216374269006,0.1745702553138841,0.9289473684210526,0.34299833200257585
3,0.9701754385964912,0.11528106261928146,0.9284210526315789,0.36133529942877934
