epoch,train_acc,train_loss,val_acc,val_loss
1,0.8109027777777778,0.3896836829185486,0.928125,0.2632149487733841
2,0.9473611111111111,0.1789376300573349,0.943125,0.2657568484544754
3,0.9723611111111111,0.106772753579749,0.950625,0.2635207349061966
4,0.9853472222222223,0.06609470256500774,0.95125,0.2918414568901062
5,0.9901388888888889,0.0487954366621044,0.94875,0.3144742104411125
